Store,Dept,Date,Weekly_Sales_Pred
1,4,2013-03-08,29744.367
1,4,2013-03-15,29744.367
1,4,2013-03-22,29744.367
1,4,2013-03-29,29744.367
1,4,2013-04-05,29744.367
1,4,2013-04-12,29744.367
1,4,2013-04-19,29744.367
1,4,2013-04-26,29744.367
1,4,2013-05-03,29744.367
1,4,2013-05-10,29744.367
1,4,2013-05-17,29744.367
1,4,2013-05-24,32104.617
1,4,2013-05-31,29744.367
1,4,2013-06-07,29744.367
1,4,2013-06-14,29744.367
1,4,2013-06-21,29744.367
1,4,2013-06-28,29744.367
1,4,2013-07-05,32104.617
1,4,2013-07-12,29744.367
1,4,2013-07-19,29744.367
1,4,2013-07-26,29744.367
1,5,2012-11-02,30089.922
1,5,2012-11-09,30089.922
1,5,2012-11-16,30089.922
1,5,2012-11-23,61627.574
1,5,2012-11-30,42303.91
1,5,2012-12-07,39939.508
1,5,2012-12-14,39939.508
1,5,2012-12-21,39939.508
1,5,2012-12-28,30863.416
1,5,2013-01-04,21008.408
1,5,2013-01-11,21008.408
1,5,2013-01-18,21008.408
1,5,2013-01-25,21008.408
1,5,2013-02-01,22910.12
1,5,2013-02-08,22980.7
1,5,2013-02-15,22910.12
1,5,2013-02-22,22910.12
1,5,2013-03-01,22910.12
1,5,2013-03-08,22910.12
1,5,2013-03-15,22910.12
1,5,2013-03-22,22910.12
1,5,2013-03-29,22910.12
1,5,2013-04-05,22910.12
1,5,2013-04-12,22910.12
1,5,2013-04-19,22910.12
1,5,2013-04-26,22910.12
1,5,2013-05-03,22910.12
1,5,2013-05-10,22910.12
1,5,2013-05-17,22910.12
1,5,2013-05-24,35224.773
1,5,2013-05-31,22910.12
1,5,2013-06-07,22910.12
1,5,2013-06-14,22910.12
1,5,2013-06-21,22910.12
1,5,2013-06-28,22910.12
1,5,2013-07-05,35224.773
1,5,2013-07-12,22910.12
1,5,2013-07-19,22910.12
1,5,2013-07-26,22910.12
1,6,2012-11-02,11223.556
1,6,2012-11-09,11223.556
1,6,2012-11-16,11223.556
1,6,2012-11-23,20681.094
1,6,2012-11-30,8307.347
1,6,2012-12-07,17017.629
1,6,2012-12-14,17017.629
1,6,2012-12-21,17017.629
1,6,2012-12-28,10037.995
1,6,2013-01-04,7976.462
1,6,2013-01-11,7976.462
1,6,2013-01-18,7976.462
1,6,2013-01-25,7976.462
1,6,2013-02-01,10588.948
1,6,2013-02-08,11136.084
1,6,2013-02-15,10588.948
1,6,2013-02-22,10588.948
1,6,2013-03-01,10588.948
1,6,2013-03-08,10588.948
1,6,2013-03-15,10588.948
1,6,2013-03-22,10588.948
1,6,2013-03-29,10588.948
1,6,2013-04-05,10588.948
1,6,2013-04-12,10588.948
1,6,2013-04-19,10588.948
1,6,2013-04-26,10588.948
1,6,2013-05-03,10588.948
1,6,2013-05-10,10588.948
1,6,2013-05-17,10588.948
1,6,2013-05-24,7773.4062
1,6,2013-05-31,10588.948
1,6,2013-06-07,10588.948
1,6,2013-06-14,10588.948
1,6,2013-06-21,10588.948
1,6,2013-06-28,10588.948
1,6,2013-07-05,7773.4062
1,6,2013-07-12,10588.948
1,6,2013-07-19,10588.948
1,6,2013-07-26,10588.948
1,7,2012-11-02,34111.145
1,7,2012-11-09,34111.145
1,7,2012-11-16,34111.145
1,7,2012-11-23,68755.71
1,7,2012-11-30,54561.844
1,7,2012-12-07,74454.31
1,7,2012-12-14,74454.31
1,7,2012-12-21,74454.31
1,7,2012-12-28,40204.824
1,7,2013-01-04,21704.486
1,7,2013-01-11,21704.486
1,7,2013-01-18,21704.486
1,7,2013-01-25,21704.486
1,7,2013-02-01,25078.4
1,7,2013-02-08,25625.535
1,7,2013-02-15,25078.4
1,7,2013-02-22,25078.4
1,7,2013-03-01,25078.4
1,7,2013-03-08,25078.4
1,7,2013-03-15,25078.4
1,7,2013-03-22,25078.4
1,7,2013-03-29,25078.4
1,7,2013-04-05,25078.4
1,7,2013-04-12,25078.4
1,7,2013-04-19,25078.4
1,7,2013-04-26,25078.4
1,7,2013-05-03,25078.4
1,7,2013-05-10,25078.4
1,7,2013-05-17,25078.4
1,7,2013-05-24,40421.973
1,7,2013-05-31,25078.4
1,7,2013-06-07,25078.4
1,7,2013-06-14,25078.4
1,7,2013-06-21,25078.4
1,7,2013-06-28,25078.4
1,7,2013-07-05,40421.973
1,7,2013-07-12,25078.4
1,7,2013-07-19,25078.4
1,7,2013-07-26,25078.4
1,8,2012-11-02,33620.73
1,8,2012-11-09,33620.73
1,8,2012-11-16,33620.73
1,8,2012-11-23,38647.01
1,8,2012-11-30,37599.09
1,8,2012-12-07,38052.734
1,8,2012-12-14,38052.734
1,8,2012-12-21,38052.734
1,8,2012-12-28,34061.094
1,8,2013-01-04,29197.19
1,8,2013-01-11,29197.19
1,8,2013-01-18,29197.19
1,8,2013-01-25,29197.19
1,8,2013-02-01,31066.69
1,8,2013-02-08,30378.83
1,8,2013-02-15,31066.69
1,8,2013-02-22,31066.69
1,8,2013-03-01,31066.69
1,8,2013-03-08,31066.69
1,8,2013-03-15,31066.69
1,8,2013-03-22,31066.69
1,8,2013-03-29,31066.69
1,8,2013-04-05,31066.69
1,8,2013-04-12,31066.69
1,8,2013-04-19,31066.69
1,8,2013-04-26,31066.69
1,8,2013-05-03,31066.69
1,8,2013-05-10,31066.69
1,8,2013-05-17,31066.69
1,8,2013-05-24,35145.715
1,8,2013-05-31,31066.69
1,8,2013-06-07,31066.69
1,8,2013-06-14,31066.69
1,8,2013-06-21,31066.69
1,8,2013-06-28,31066.69
1,8,2013-07-05,35145.715
1,8,2013-07-12,31066.69
1,8,2013-07-19,31066.69
1,8,2013-07-26,31066.69
1,9,2012-11-02,26224.293
1,9,2012-11-09,26224.293
1,9,2012-11-16,26224.293
1,9,2012-11-23,29042.205
1,9,2012-11-30,27202.129
1,9,2012-12-07,30181.754
1,9,2012-12-14,30181.754
1,9,2012-12-21,30181.754
1,9,2012-12-28,25132.684
1,9,2013-01-04,22307.926
1,9,2013-01-11,22307.926
1,9,2013-01-18,22307.926
1,9,2013-01-25,22307.926
1,9,2013-02-01,25375.854
1,9,2013-02-08,25480.154
1,9,2013-02-15,25375.854
1,9,2013-02-22,25375.854
1,9,2013-03-01,25375.854
1,9,2013-03-08,25375.854
1,9,2013-03-15,25375.854
1,9,2013-03-22,25375.854
1,9,2013-03-29,25375.854
1,9,2013-04-05,25375.854
1,9,2013-04-12,25375.854
1,9,2013-04-19,25375.854
1,9,2013-04-26,25375.854
1,9,2013-05-03,25375.854
1,9,2013-05-10,25375.854
1,9,2013-05-17,25375.854
1,9,2013-05-24,26454.352
1,9,2013-05-31,25375.854
1,9,2013-06-07,25375.854
1,9,2013-06-14,25375.854
1,9,2013-06-21,25375.854
1,9,2013-06-28,25375.854
1,9,2013-07-05,26454.352
1,9,2013-07-12,25375.854
1,9,2013-07-19,25375.854
1,9,2013-07-26,25375.854
1,10,2012-11-02,24962.947
1,10,2012-11-09,24962.947
1,10,2012-11-16,24962.947
1,10,2012-11-23,27780.86
1,10,2012-11-30,25940.783
1,10,2012-12-07,27309.605
1,10,2012-12-14,27309.605
1,10,2012-12-21,27309.605
1,10,2012-12-28,22608.99
1,10,2013-01-04,21046.58
1,10,2013-01-11,21046.58
1,10,2013-01-18,21046.58
1,10,2013-01-25,21046.58
1,10,2013-02-01,24114.508
1,10,2013-02-08,24218.809
1,10,2013-02-15,24114.508
1,10,2013-02-22,24114.508
1,10,2013-03-01,24114.508
1,10,2013-03-08,24114.508
1,10,2013-03-15,24114.508
1,10,2013-03-22,24114.508
1,10,2013-03-29,24114.508
1,10,2013-04-05,24114.508
1,10,2013-04-12,24114.508
1,10,2013-04-19,24114.508
1,10,2013-04-26,24114.508
1,10,2013-05-03,24114.508
1,10,2013-05-10,24114.508
1,10,2013-05-17,24114.508
1,10,2013-05-24,25193.006
1,10,2013-05-31,24114.508
1,10,2013-06-07,24114.508
1,10,2013-06-14,24114.508
1,10,2013-06-21,24114.508
1,10,2013-06-28,24114.508
1,10,2013-07-05,25193.006
1,10,2013-07-12,24114.508
1,10,2013-07-19,24114.508
1,10,2013-07-26,24114.508
1,11,2012-11-02,22473.66
1,11,2012-11-09,22473.66
1,11,2012-11-16,22473.66
1,11,2012-11-23,25291.572
1,11,2012-11-30,23451.496
1,11,2012-12-07,24820.318
1,11,2012-12-14,24820.318
1,11,2012-12-21,24820.318
1,11,2012-12-28,20119.703
1,11,2013-01-04,18557.293
1,11,2013-01-11,18557.293
1,11,2013-01-18,18557.293
1,11,2013-01-25,18557.293
1,11,2013-02-01,21625.22
1,11,2013-02-08,21729.521
1,11,2013-02-15,21625.22
1,11,2013-02-22,21625.22
1,11,2013-03-01,21625.22
1,11,2013-03-08,21625.22
1,11,2013-03-15,21625.22
1,11,2013-03-22,21625.22
1,11,2013-03-29,21625.22
1,11,2013-04-05,21625.22
1,11,2013-04-12,21625.22
1,11,2013-04-19,21625.22
1,11,2013-04-26,21625.22
1,11,2013-05-03,21625.22
1,11,2013-05-10,21625.22
1,11,2013-05-17,21625.22
1,11,2013-05-24,22703.719
1,11,2013-05-31,21625.22
1,11,2013-06-07,21625.22
1,11,2013-06-14,21625.22
1,11,2013-06-21,21625.22
1,11,2013-06-28,21625.22
1,11,2013-07-05,22703.719
1,11,2013-07-12,21625.22
1,11,2013-07-19,21625.22
1,11,2013-07-26,21625.22
1,12,2012-11-02,11721.097
1,12,2012-11-09,11721.097
1,12,2012-11-16,11721.097
1,12,2012-11-23,14539.012
1,12,2012-11-30,12698.933
1,12,2012-12-07,14067.75
1,12,2012-12-14,14067.75
1,12,2012-12-21,14067.75
1,12,2012-12-28,9367.14
1,12,2013-01-04,13443.106
1,12,2013-01-11,13443.106
1,12,2013-01-18,13443.106
1,12,2013-01-25,13443.106
1,12,2013-02-01,13831.505
1,12,2013-02-08,13935.806
1,12,2013-02-15,13831.505
1,12,2013-02-22,13831.505
1,12,2013-03-01,13831.505
1,12,2013-03-08,13831.505
1,12,2013-03-15,13831.505
1,12,2013-03-22,13831.505
1,12,2013-03-29,13831.505
1,12,2013-04-05,13831.505
1,12,2013-04-12,13831.505
1,12,2013-04-19,13831.505
1,12,2013-04-26,13831.505
1,12,2013-05-03,13831.505
1,12,2013-05-10,13831.505
1,12,2013-05-17,13831.505
1,12,2013-05-24,14910.008
1,12,2013-05-31,13831.505
1,12,2013-06-07,13831.505
1,12,2013-06-14,13831.505
1,12,2013-06-21,13831.505
1,12,2013-06-28,13831.505
1,12,2013-07-05,14910.008
1,12,2013-07-12,13831.505
1,12,2013-07-19,13831.505
1,12,2013-07-26,13831.505
1,13,2012-11-02,32111.701
1,13,2012-11-09,32111.701
1,13,2012-11-16,32111.701
1,13,2012-11-23,35515.254
1,13,2012-11-30,33540.6
1,13,2012-12-07,34458.367
1,13,2012-12-14,34458.367
1,13,2012-12-21,34458.367
1,13,2012-12-28,31216.125
1,13,2013-01-04,27928.346
1,13,2013-01-11,27928.346
1,13,2013-01-18,27928.346
1,13,2013-01-25,27928.346
1,13,2013-02-01,30123.23
1,13,2013-02-08,29935.797
1,13,2013-02-15,30123.23
1,13,2013-02-22,30123.23
1,13,2013-03-01,30123.23
1,13,2013-03-08,30123.23
1,13,2013-03-15,30123.23
1,13,2013-03-22,30123.23
1,13,2013-03-29,30123.23
1,13,2013-04-05,30123.23
1,13,2013-04-12,30123.23
1,13,2013-04-19,30123.23
1,13,2013-04-26,30123.23
1,13,2013-05-03,30123.23
1,13,2013-05-10,30123.23
1,13,2013-05-17,30123.23
1,13,2013-05-24,31787.355
1,13,2013-05-31,30123.23
1,13,2013-06-07,30123.23
1,13,2013-06-14,30123.23
1,13,2013-06-21,30123.23
1,13,2013-06-28,30123.23
1,13,2013-07-05,31787.355
1,13,2013-07-12,30123.23
1,13,2013-07-19,30123.23
1,13,2013-07-26,30123.23
1,14,2012-11-02,21173.584
1,14,2012-11-09,21173.584
1,14,2012-11-16,21173.584
1,14,2012-11-23,24577.125
1,14,2012-11-30,22602.473
1,14,2012-12-07,23444.701
1,14,2012-12-14,23444.701
1,14,2012-12-21,23444.701
1,14,2012-12-28,20202.467
1,14,2013-01-04,18579.2
1,14,2013-01-11,18579.2
1,14,2013-01-18,18579.2
1,14,2013-01-25,18579.2
1,14,2013-02-01,20422.771
1,14,2013-02-08,20235.338
1,14,2013-02-15,20422.771
1,14,2013-02-22,20422.771
1,14,2013-03-01,20422.771
1,14,2013-03-08,20422.771
1,14,2013-03-15,20422.771
1,14,2013-03-22,20422.771
1,14,2013-03-29,20422.771
1,14,2013-04-05,20422.771
1,14,2013-04-12,20422.771
1,14,2013-04-19,20422.771
1,14,2013-04-26,20422.771
1,14,2013-05-03,20422.771
1,14,2013-05-10,20422.771
1,14,2013-05-17,20422.771
1,14,2013-05-24,22086.898
1,14,2013-05-31,20422.771
1,14,2013-06-07,20422.771
1,14,2013-06-14,20422.771
1,14,2013-06-21,20422.771
1,14,2013-06-28,20422.771
1,14,2013-07-05,22086.898
1,14,2013-07-12,20422.771
1,14,2013-07-19,20422.771
1,14,2013-07-26,20422.771
1,16,2012-11-02,16654.969
1,16,2012-11-09,16654.969
1,16,2012-11-16,16654.969
1,16,2012-11-23,20058.51
1,16,2012-11-30,18083.857
1,16,2012-12-07,18926.086
1,16,2012-12-14,18926.086
1,16,2012-12-21,18926.086
1,16,2012-12-28,15141.025
1,16,2013-01-04,13462.819
1,16,2013-01-11,13462.819
1,16,2013-01-18,13462.819
1,16,2013-01-25,13462.819
1,16,2013-02-01,18977.86
1,16,2013-02-08,18790.426
1,16,2013-02-15,18977.86
1,16,2013-02-22,18977.86
1,16,2013-03-01,18977.86
1,16,2013-03-08,18977.86
1,16,2013-03-15,18977.86
1,16,2013-03-22,18977.86
1,16,2013-03-29,18977.86
1,16,2013-04-05,18977.86
1,16,2013-04-12,18977.86
1,16,2013-04-19,18977.86
1,16,2013-04-26,18977.86
1,16,2013-05-03,18977.86
1,16,2013-05-10,18977.86
1,16,2013-05-17,18977.86
1,16,2013-05-24,20641.986
1,16,2013-05-31,18977.86
1,16,2013-06-07,18977.86
1,16,2013-06-14,18977.86
1,16,2013-06-21,18977.86
1,16,2013-06-28,18977.86
1,16,2013-07-05,20641.986
1,16,2013-07-12,18977.86
1,16,2013-07-19,18977.86
1,16,2013-07-26,18977.86
1,17,2012-11-02,13230.199
1,17,2012-11-09,13230.199
1,17,2012-11-16,13230.199
1,17,2012-11-23,16633.746
1,17,2012-11-30,14659.092
1,17,2012-12-07,16912.348
1,17,2012-12-14,16912.348
1,17,2012-12-21,16912.348
1,17,2012-12-28,13377.8125
1,17,2013-01-04,9487.113
1,17,2013-01-11,9487.113
1,17,2013-01-18,9487.113
1,17,2013-01-25,9487.113
1,17,2013-02-01,11196.645
1,17,2013-02-08,11009.21
1,17,2013-02-15,11196.645
1,17,2013-02-22,11196.645
1,17,2013-03-01,11196.645
1,17,2013-03-08,11196.645
1,17,2013-03-15,11196.645
1,17,2013-03-22,11196.645
1,17,2013-03-29,11196.645
1,17,2013-04-05,11196.645
1,17,2013-04-12,11196.645
1,17,2013-04-19,11196.645
1,17,2013-04-26,11196.645
1,17,2013-05-03,11196.645
1,17,2013-05-10,11196.645
1,17,2013-05-17,11196.645
1,17,2013-05-24,12860.771
1,17,2013-05-31,11196.645
1,17,2013-06-07,11196.645
1,17,2013-06-14,11196.645
1,17,2013-06-21,11196.645
1,17,2013-06-28,11196.645
1,17,2013-07-05,12860.771
1,17,2013-07-12,11196.645
1,17,2013-07-19,11196.645
1,17,2013-07-26,11196.645
1,18,2012-11-02,10890.455
1,18,2012-11-09,10890.455
1,18,2012-11-16,10890.455
1,18,2012-11-23,14293.999
1,18,2012-11-30,15406.76
1,18,2012-12-07,18344.762
1,18,2012-12-14,18344.762
1,18,2012-12-21,18344.762
1,18,2012-12-28,14810.228
1,18,2013-01-04,6543.749
1,18,2013-01-11,6543.749
1,18,2013-01-18,6543.749
1,18,2013-01-25,6543.749
1,18,2013-02-01,8043.1567
1,18,2013-02-08,8669.466
1,18,2013-02-15,8043.1567
1,18,2013-02-22,8043.1567
1,18,2013-03-01,8043.1567
1,18,2013-03-08,8043.1567
1,18,2013-03-15,8043.1567
1,18,2013-03-22,8043.1567
1,18,2013-03-29,8043.1567
1,18,2013-04-05,8043.1567
1,18,2013-04-12,8043.1567
1,18,2013-04-19,8043.1567
1,18,2013-04-26,8043.1567
1,18,2013-05-03,8043.1567
1,18,2013-05-10,8043.1567
1,18,2013-05-17,8043.1567
1,18,2013-05-24,9707.282
1,18,2013-06-07,8043.1567
1,18,2013-07-05,9707.282
1,19,2012-11-02,6242.312
1,19,2012-11-09,6242.312
1,19,2012-11-16,6242.312
1,19,2012-11-23,9645.853
1,19,2012-11-30,7755.9614
1,19,2012-12-07,9817.531
1,19,2012-12-14,9817.531
1,19,2012-12-21,9817.531
1,19,2012-12-28,6283.006
1,19,2013-01-04,5171.4883
1,19,2013-01-11,5171.4883
1,19,2013-01-18,5171.4883
1,19,2013-01-25,5171.4883
1,19,2013-02-01,4992.002
1,19,2013-02-08,5618.314
1,19,2013-02-15,4992.002
1,19,2013-02-22,4992.002
1,19,2013-03-01,4992.002
1,19,2013-03-08,4992.002
1,19,2013-03-15,4992.002
1,19,2013-03-22,4992.002
1,19,2013-03-29,4992.002
1,19,2013-04-05,4992.002
1,19,2013-04-12,4992.002
1,19,2013-04-19,4992.002
1,19,2013-04-26,4992.002
1,19,2013-05-03,4992.002
1,19,2013-05-10,4992.002
1,19,2013-05-17,4992.002
1,19,2013-05-24,6656.1294
1,19,2013-05-31,4992.002
1,19,2013-06-07,4992.002
1,19,2013-06-14,4992.002
1,19,2013-06-21,4992.002
1,19,2013-06-28,4992.002
1,19,2013-07-05,6656.1294
1,19,2013-07-12,4992.002
1,19,2013-07-19,4992.002
1,19,2013-07-26,4992.002
1,20,2012-11-02,8362.206
1,20,2012-11-09,8362.206
1,20,2012-11-16,8362.206
1,20,2012-11-23,11765.75
1,20,2012-11-30,9875.857
1,20,2012-12-07,11937.429
1,20,2012-12-14,11937.429
1,20,2012-12-21,11937.429
1,20,2012-12-28,8402.9
1,20,2013-01-04,6614.6133
1,20,2013-01-11,6614.6133
1,20,2013-01-18,6614.6133
1,20,2013-01-25,6614.6133
1,20,2013-02-01,7561.8955
1,20,2013-02-08,7738.2095
1,20,2013-02-15,7561.8955
1,20,2013-02-22,7561.8955
1,20,2013-03-01,7561.8955
1,20,2013-03-08,7561.8955
1,20,2013-03-15,7561.8955
1,20,2013-03-22,7561.8955
1,20,2013-03-29,7561.8955
1,20,2013-04-05,7561.8955
1,20,2013-04-12,7561.8955
1,20,2013-04-19,7561.8955
1,20,2013-04-26,7561.8955
1,20,2013-05-03,7561.8955
1,20,2013-05-10,7561.8955
1,20,2013-05-17,7561.8955
1,20,2013-05-24,9226.02
1,20,2013-05-31,7561.8955
1,20,2013-06-07,7561.8955
1,20,2013-06-14,7561.8955
1,20,2013-06-21,7561.8955
1,20,2013-06-28,7561.8955
1,20,2013-07-05,9226.02
1,20,2013-07-12,7561.8955
1,20,2013-07-19,7561.8955
1,20,2013-07-26,7561.8955
1,21,2012-11-02,8566.977
1,21,2012-11-09,8566.977
1,21,2012-11-16,8566.977
1,21,2012-11-23,11970.521
1,21,2012-11-30,10080.629
1,21,2012-12-07,12142.199
1,21,2012-12-14,12142.199
1,21,2012-12-21,12142.199
1,21,2012-12-28,8607.671
1,21,2013-01-04,6819.3843
1,21,2013-01-11,6819.3843
1,21,2013-01-18,6819.3843
1,21,2013-01-25,6819.3843
1,21,2013-02-01,7766.663
1,21,2013-02-08,7942.978
1,21,2013-02-15,7766.663
1,21,2013-02-22,7766.663
1,21,2013-03-01,7766.663
1,21,2013-03-08,7766.663
1,21,2013-03-15,7766.663
1,21,2013-03-22,7766.663
1,21,2013-03-29,7766.663
1,21,2013-04-05,7766.663
1,21,2013-04-12,7766.663
1,21,2013-04-19,7766.663
1,21,2013-04-26,7766.663
1,21,2013-05-03,7766.663
1,21,2013-05-10,7766.663
1,21,2013-05-17,7766.663
1,21,2013-05-24,9430.79
1,21,2013-05-31,7766.663
1,21,2013-06-07,7766.663
1,21,2013-06-14,7766.663
1,21,2013-06-21,7766.663
1,21,2013-06-28,7766.663
1,21,2013-07-05,9430.79
1,21,2013-07-12,7766.663
1,21,2013-07-19,7766.663
1,21,2013-07-26,7766.663
1,22,2012-11-02,11804.118
1,22,2012-11-09,11804.118
1,22,2012-11-16,11804.118
1,22,2012-11-23,15207.663
1,22,2012-11-30,13317.77
1,22,2012-12-07,14587.175
1,22,2012-12-14,14587.175
1,22,2012-12-21,14587.175
1,22,2012-12-28,11052.646
1,22,2013-01-04,10096.466
1,22,2013-01-11,10096.466
1,22,2013-01-18,9743.955
1,22,2013-01-25,9743.955
1,22,2013-02-01,11003.804
1,22,2013-02-08,11180.119
1,22,2013-02-15,11003.804
1,22,2013-02-22,11003.804
1,22,2013-03-01,11003.804
1,22,2013-03-08,11003.804
1,22,2013-03-15,11003.804
1,22,2013-03-22,11003.804
1,22,2013-03-29,11003.804
1,22,2013-04-05,11003.804
1,22,2013-04-12,11003.804
1,22,2013-04-19,11003.804
1,22,2013-04-26,11003.804
1,22,2013-05-03,11003.804
1,22,2013-05-10,11003.804
1,22,2013-05-17,11003.804
1,22,2013-05-24,12667.932
1,22,2013-05-31,11003.804
1,22,2013-06-07,11003.804
1,22,2013-06-14,11003.804
1,22,2013-06-21,11003.804
1,22,2013-06-28,11003.804
1,22,2013-07-05,12667.932
1,22,2013-07-12,11003.804
1,22,2013-07-19,11003.804
1,22,2013-07-26,11003.804
1,23,2012-11-02,21143.088
1,23,2012-11-09,21143.088
1,23,2012-11-16,21143.088
1,23,2012-11-23,33354.543
1,23,2012-11-30,31464.652
1,23,2012-12-07,21996.166
1,23,2012-12-14,21996.166
1,23,2012-12-21,21996.166
1,23,2012-12-28,18461.635
1,23,2013-01-04,16540.553
1,23,2013-01-11,16540.553
1,23,2013-01-18,16540.553
1,23,2013-01-25,16540.553
1,23,2013-02-01,20342.773
1,23,2013-02-08,20519.088
1,23,2013-02-15,20342.773
1,23,2013-02-22,20342.773
1,23,2013-03-01,20342.773
1,23,2013-03-08,20342.773
1,23,2013-03-15,20342.773
1,23,2013-03-22,20342.773
1,23,2013-03-29,20342.773
1,23,2013-04-05,20342.773
1,23,2013-04-12,20342.773
1,23,2013-04-19,20342.773
1,23,2013-04-26,20342.773
1,23,2013-05-03,20342.773
1,23,2013-05-10,20342.773
1,23,2013-05-17,20342.773
1,23,2013-05-24,30814.816
1,23,2013-05-31,20342.773
1,23,2013-06-07,20342.773
1,23,2013-06-14,20342.773
1,23,2013-06-21,20342.773
1,23,2013-06-28,20342.773
1,23,2013-07-05,30814.816
1,23,2013-07-12,20342.773
1,23,2013-07-19,20342.773
1,23,2013-07-26,20342.773
1,24,2012-11-02,9648.285
1,24,2012-11-09,9648.285
1,24,2012-11-16,9648.285
1,24,2012-11-23,11857.356
1,24,2012-11-30,9967.465
1,24,2012-12-07,12602.928
1,24,2012-12-14,12602.928
1,24,2012-12-21,12602.928
1,24,2012-12-28,9068.399
1,24,2013-01-04,7417.5415
1,24,2013-01-11,7286.938
1,24,2013-01-18,7286.938
1,24,2013-01-25,7286.938
1,24,2013-02-01,8847.971
1,24,2013-02-08,9024.286
1,24,2013-02-15,8847.971
1,24,2013-02-22,8847.971
